Ea (kJ/mol),T1 (°C),T2 (°C),D2/D1,Percent Increase
80.0,18.0,26.0,2.42012856755657,142.01285675565697
80.0,18.0,27.0,2.693888201126508,169.38882011265082
80.0,18.0,28.0,2.996481555171291,199.64815551712908
80.0,19.0,22.0,1.3976253718695562,39.76253718695561
80.0,19.0,23.0,1.560270101141139,56.02701011411391
80.0,19.0,24.0,1.7405520416055416,74.05520416055415
80.0,19.0,25.0,1.9402410722053605,94.02410722053605
80.0,19.0,26.0,2.1612699898940537,116.12699898940537
80.0,19.0,27.0,2.405748109119127,140.57481091191272
80.0,19.0,28.0,2.6759758747037705,167.59758747037705
80.0,19.0,29.0,2.974460554010523,197.4460554010523
80.0,20.0,23.0,1.3944583722264787,39.445837222647874
80.0,20.0,24.0,1.5555815399767021,55.55815399767021
80.0,20.0,25.0,1.7340493836904607,73.40493836904606
80.0,20.0,26.0,1.9315892997279054,93.15892997279053
80.0,20.0,27.0,2.1500864432226443,115.00864432226443
80.0,20.0,28.0,2.3915967880353555,139.15967880353554
80.0,20.0,29.0,2.658361151292859,165.8361151292859
80.0,20.0,30.0,2.952820244613917,195.2820244613917
80.0,21.0,24.0,1.3913305230266209,39.13305230266209
80.0,21.0,25.0,1.550954272702524,55.09542727025241
80.0,21.0,26.0,1.7276363093787428,72.76363093787428
80.0,21.0,27.0,1.923062738097427,92.3062738097427
80.0,21.0,28.0,2.13907244619003,113.907244619003
80.0,21.0,29.0,2.3776696469908853,137.76696469908853
80.0,21.0,30.0,2.6410373418315354,164.10373418315353
80.0,21.0,31.0,2.9315517588620654,193.15517588620654
80.0,22.0,25.0,1.3882411633741063,38.82411633741063
80.0,22.0,26.0,1.5463872031766253,54.638720317662525
80.0,22.0,27.0,1.721311130679489,72.1311130679489
80.0,22.0,28.0,1.9146589125841411,91.46589125841412
80.0,22.0,29.0,2.1282244969778183,112.82244969778183
80.0,22.0,30.0,2.3639618630083814,136.39618630083814
80.0,22.0,31.0,2.623997944905663,162.3997944905663
80.0,22.0,32.0,2.910646485554219,191.06464855542188
80.0,23.0,26.0,1.3851896465319433,38.51896465319433
80.0,23.0,27.0,1.5418792601099185,54.18792601099185
80.0,23.0,28.0,1.7150721998368323,71.50721998368323
80.0,23.0,29.0,1.9063754101517958,90.63754101517958
80.0,23.0,30.0,2.117539184693811,111.75391846938112
80.0,23.0,31.0,2.350468743105131,135.0468743105131
80.0,23.0,32.0,2.6072366404882805,160.72366404882806
80.0,23.0,33.0,2.890096061580821,189.0096061580821
80.0,24.0,27.0,1.3821753395549077,38.217533955490765
80.0,24.0,28.0,1.537429396385852,53.742939638585206
80.0,24.0,29.0,1.7089179081751467,70.89179081751466
80.0,24.0,30.0,1.8982098776115208,89.82098776115208
80.0,24.0,31.0,2.107013186546742,110.70131865467418
80.0,24.0,32.0,2.3371857201127315,133.71857201127315
80.0,24.0,33.0,2.590747283919625,159.0747283919625
80.0,24.0,34.0,2.8698923634448814,186.98923634448815
80.0,25.0,28.0,1.379197622933599,37.919762293359895
80.0,25.0,29.0,1.5330365884016794,53.30365884016794
80.0,25.0,30.0,1.7028466849828856,70.28466849828857
80.0,25.0,31.0,1.8901600198398258,89.01600198398259
80.0,25.0,32.0,2.096643265122554,109.6643265122554
80.0,25.0,33.0,2.324108348652169,132.4108348652169
80.0,25.0,34.0,2.5745239001174154,157.45239001174153
80.0,25.0,35.0,2.850027499116478,185.00274991164778
80.0,26.0,29.0,1.376255890249201,37.6255890249201
80.0,26.0,30.0,1.5286998354307866,52.86998354307866
80.0,26.0,31.0,1.6968569964336129,69.68569964336129
80.0,26.0,32.0,1.882223598058171,88.22235980581709
80.0,26.0,33.0,2.0864262657583854,108.64262657583853
80.0,26.0,34.0,2.3112323012577467,131.12323012577468
80.0,26.0,35.0,2.5585606780074652,155.85606780074653
80.0,26.0,36.0,2.8304938002060682,183.04938002060683
80.0,27.0,30.0,1.3733495478386906,37.33495478386906
80.0,27.0,31.0,1.524418159005245,52.4418159005245
80.0,27.0,32.0,1.6909473445426682,69.09473445426681
80.0,27.0,33.0,1.8743984281718593,87.43984281718593
80.0,27.0,34.0,2.076359114010132,107.6359114010132
80.0,27.0,35.0,2.298553364643505,129.85533646435047
80.0,27.0,36.0,2.5428519651654145,154.28519651654145
80.0,27.0,37.0,2.8112838144421315,181.12838144421315
80.0,28.0,31.0,1.3704780144700315,37.047801447003145
80.0,28.0,32.0,1.5201906023176903,52.01906023176903
80.0,28.0,33.0,1.6851162661582275,68.51162661582275
80.0,28.0,34.0,1.866682379165734,86.6682379165734
80.0,28.0,35.0,2.0664388132096514,106.64388132096514
80.0,28.0,36.0,2.286067436106371,128.6067436106371
80.0,28.0,37.0,2.527392262660086,152.7392262660086
80.0,28.0,38.0,2.7923902984400097,179.23902984400098
80.0,29.0,32.0,1.3676407210270711,36.76407210270711
80.0,29.0,33.0,1.5160162296421438,51.60162296421438
80.0,29.0,34.0,1.6793623319855495,67.93623319855496
80.0,29.0,35.0,1.8590733715546042,85.90733715546041
80.0,29.0,36.0,2.056662442108456,105.66624421084558
80.0,29.0,37.0,2.2737705200603036,127.37705200603035
80.0,29.0,38.0,2.512176220090459,151.2176220090459
80.0,29.0,39.0,2.773806210749376,177.3806210749376
80.0,30.0,33.0,1.3648371102038042,36.48371102038042
80.0,30.0,34.0,1.5118941257728618,51.18941257728618
80.0,30.0,35.0,1.673684145642931,67.3684145642931
80.0,30.0,36.0,1.8515693758862983,85.15693758862983
80.0,30.0,37.0,2.0470271526039316,104.70271526039316
80.0,30.0,38.0,2.2616587246960584,126.16587246960584
80.0,30.0,39.0,2.4971986308076537,149.71986308076538
80.0,30.0,40.0,2.755524705167921,175.55247051679208
80.0,31.0,34.0,1.3620666362076495,36.20666362076494
80.0,31.0,35.0,1.5078233954805544,50.78233954805545
80.0,31.0,36.0,1.6680803427484396,66.80803427484396
80.0,31.0,37.0,1.8441684112951182,84.41684112951182
80.0,31.0,38.0,2.0375301675451074,103.75301675451074
80.0,31.0,39.0,2.2497282587613734,124.97282587613734
80.0,31.0,40.0,2.4824544273141815,148.24544273141817
80.0,32.0,35.0,1.3593287644714738,35.93287644714738
80.0,32.0,36.0,1.503803162985629,50.3803162985629
80.0,32.0,37.0,1.6625495900361513,66.25495900361513
80.0,32.0,38.0,1.8368685441040862,83.68685441040861
80.0,32.0,39.0,2.0281687786148273,102.81687786148272
80.0,32.0,40.0,2.237975428456764,123.79754284567639
80.0,33.0,36.0,1.3566229713740807,35.662297137408075
80.0,33.0,37.0,1.4998325714474892,49.98325714474892
80.0,33.0,38.0,1.6570905845008395,65.70905845008394
80.0,33.0,39.0,1.8296678864738372,82.96678864738371
80.0,33.0,40.0,2.018940344285079,101.89403442850788
80.0,34.0,37.0,1.3539487439687725,35.39487439687725
80.0,34.0,38.0,1.49591078246959,49.59107824695901
80.0,34.0,39.0,1.651702052570061,65.1702052570061
80.0,34.0,40.0,1.8225645950964524,82.25645950964524
80.0,35.0,38.0,1.3513055797199192,35.13055797199192
80.0,35.0,39.0,1.49203697561966,49.20369756196601
80.0,35.0,40.0,1.6463827493026828,64.63827493026828
80.0,36.0,39.0,1.3486929862470367,34.869298624703674
80.0,36.0,40.0,1.4882103479643707,48.82103479643707
80.0,37.0,40.0,1.346110481076297,34.61104810762969
90.0,15.0,18.0,1.4726973935596708,47.269739355967076
90.0,15.0,19.0,1.6725692577644946,67.25692577644946
90.0,15.0,20.0,1.8979187720113144,89.79187720113144
90.0,15.0,21.0,2.151780154685384,115.1780154685384
90.0,15.0,22.0,2.4375230606878384,143.75230606878384
90.0,15.0,23.0,2.7588867265799024,175.88867265799024
90.0,15.0,24.0,3.1200172826327277,212.00172826327278
90.0,15.0,25.0,3.5255084956239973,252.55084956239972
90.0,16.0,19.0,1.4687864816912348,46.87864816912348
90.0,16.0,20.0,1.6666798237127227,66.66798237127227
90.0,16.0,21.0,1.8896112003144203,88.96112003144204
90.0,16.0,22.0,2.1405397138137814,114.05397138137813
90.0,16.0,23.0,2.422749019035547,142.2749019035547
90.0,16.0,24.0,2.739880089329746,173.98800893297462
90.0,16.0,25.0,3.0959669953405577,209.59669953405577
90.0,16.0,26.0,3.4954759452085247,249.54759452085247
90.0,17.0,20.0,1.4649259575788245,46.49259575788245
90.0,17.0,21.0,1.6608711869481447,66.08711869481448
90.0,17.0,22.0,1.8814244616035185,88.14244616035185
90.0,17.0,23.0,2.129471945474007,112.94719454740073
90.0,17.0,24.0,2.408213867119063,140.8213867119063
90.0,17.0,25.0,2.721195967428619,172.1195967428619
90.0,17.0,26.0,3.0723438139555705,207.23438139555705
90.0,17.0,27.0,3.4660002163238897,246.60002163238897
90.0,18.0,21.0,1.4611149337911815,46.11149337911815
90.0,18.0,22.0,1.6551418311375417,65.51418311375417
90.0,18.0,23.0,1.8733561549337516,87.33561549337516
90.0,18.0,24.0,2.1185732359390577,111.85732359390576
90.0,18.0,25.0,2.393912361793795,139.39123617937952
90.0,18.0,26.0,2.7028269642994265,170.28269642994266
90.0,18.0,27.0,3.049137534801737,204.9137534801737
90.0,18.0,28.0,3.4370674887415373,243.70674887415373
90.0,19.0,22.0,1.4573525427256493,45.73525427256493
90.0,19.0,23.0,1.6494902759765817,64.94902759765817
90.0,19.0,24.0,1.8654039395671114,86.54039395671114
90.0,19.0,25.0,2.107840066566861,110.78400665668609
90.0,19.0,26.0,2.37983940401171,137.983940401171
90.0,19.0,27.0,2.6847658949018873,168.47658949018873
90.0,19.0,28.0,3.0263382569423403,202.63382569423402
90.0,19.0,29.0,3.408664366515816,240.86643665158158
90.0,20.0,23.0,1.4536379360725642,45.36379360725642
90.0,20.0,24.0,1.6439150761580263,64.39150761580264
90.0,20.0,25.0,1.8575655331591716,85.75655331591716
90.0,20.0,26.0,2.0972690108061345,109.72690108061344
90.0,20.0,27.0,2.3659900340986293,136.59900340986292
90.0,20.0,28.0,2.667005778542439,166.7005778542439
90.0,20.0,29.0,3.003936371539114,200.3936371539114
90.0,20.0,30.0,3.3807778626007816,238.07778626007817
90.0,21.0,24.0,1.4499702842964977,44.99702842964977
90.0,21.0,25.0,1.6384148203743747,63.84148203743747
90.0,21.0,26.0,1.8498387100091793,84.98387100091793
90.0,21.0,27.0,2.0868567313113995,108.68567313113995
90.0,21.0,28.0,2.3523594272103674,135.23594272103674
90.0,21.0,29.0,2.6495398319654204,164.95398319654205
90.0,21.0,30.0,2.9819225516411882,198.19225516411882
90.0,21.0,31.0,3.353395384106308,235.3395384106308
90.0,22.0,25.0,1.4463487761338936,44.63487761338936
90.0,22.0,26.0,1.6329881303536595,63.29881303536595
90.0,22.0,27.0,1.8422212993711444,84.22212993711445
90.0,22.0,28.0,2.0765999771628745,107.65999771628745
90.0,22.0,29.0,2.33894288895992,133.89428889599202
90.0,22.0,30.0,2.6323614627135763,163.23614627135763
90.0,22.0,31.0,2.9602877423844043,196.02877423844043
90.0,22.0,32.0,3.3265047181636254,232.65047181636254
90.0,23.0,26.0,1.442772618106357,44.27726181063569
90.0,23.0,27.0,1.6276336599270764,62.76336599270764
90.0,23.0,28.0,1.8347111838234968,83.47111838234969
90.0,23.0,29.0,2.066495581186566,106.64955811865661
90.0,23.0,30.0,2.3257358512085613,132.57358512085614
90.0,23.0,31.0,2.6154642627458164,161.54642627458165
90.0,23.0,32.0,2.939023151582045,193.9023151582045
90.0,23.0,33.0,3.3000940183721905,230.00940183721906
90.0,24.0,27.0,1.4392410340491284,43.92410340491284
90.0,24.0,28.0,1.6223500941274078,62.23500941274078
90.0,24.0,29.0,1.8273062976948766,82.73062976948766
90.0,24.0,30.0,2.0565404573708004,105.65404573708004
90.0,24.0,31.0,2.3127338680139378,131.27338680139377
90.0,24.0,32.0,2.5988420023009273,159.88420023009274
90.0,24.0,33.0,2.9181202406898703,191.81202406898703
90.0,24.0,34.0,3.2741517918009744,227.41517918009743
90.0,25.0,28.0,1.4357532646542208,43.57532646542208
90.0,25.0,29.0,1.617136148316826,61.713614831682605
90.0,25.0,30.0,1.8200046255439908,82.00046255439908
90.0,25.0,31.0,2.046731598375107,104.67315983751071
90.0,25.0,32.0,2.299932611728279,129.99326117282789
90.0,25.0,33.0,2.582488623996722,158.2488623996722
90.0,25.0,34.0,2.897570716128391,189.75707161283907
90.0,25.0,35.0,3.248666886518422,224.8666886518422
90.0,26.0,29.0,1.432308567027594,43.23085670275939
90.0,26.0,30.0,1.6119905673432424,61.199056734324245
90.0,26.0,31.0,1.812804200691458,81.2804200691458
90.0,26.0,32.0,2.0370660731276704,103.70660731276703
90.0,26.0,33.0,2.287327869240805,128.7327869240805
90.0,26.0,34.0,2.56639823715441,156.639823715441
90.0,26.0,35.0,2.8773665209464925,187.73665209464926
90.0,26.0,36.0,3.2236284796274925,222.36284796274924
90.0,27.0,30.0,1.4289062142600089,42.890621426000884
90.0,27.0,31.0,1.60691212472406,60.69121247240601
90.0,27.0,32.0,1.8057031038014555,80.57031038014554
90.0,27.0,33.0,2.0275410245079635,102.75410245079635
90.0,27.0,34.0,2.274915538358123,127.4915538358123
90.0,27.0,35.0,2.5505651123383295,155.05651123383296
90.0,27.0,36.0,2.8574998268116127,185.74998268116127
90.0,27.0,37.0,3.199026065782224,219.9026065782224
90.0,28.0,31.0,1.425545495010963,42.5545495010963
90.0,28.0,32.0,1.601899621856115,60.1899621856115
90.0,28.0,33.0,1.7986994615113585,79.86994615113585
90.0,28.0,34.0,2.0181536671109197,101.81536671109197
90.0,28.0,35.0,2.262691624316671,126.2691624316671
90.0,28.0,36.0,2.5349836761020175,153.49836761020174
90.0,28.0,37.0,2.837963026311474,183.7963026311474
90.0,28.0,38.0,3.1748494461643006,217.48494461643006
90.0,29.0,32.0,1.4222257131053142,42.22257131053142
90.0,29.0,33.0,1.5969518872512187,59.695188725121874
90.0,29.0,34.0,1.7917914451076289,79.17914451076288
90.0,29.0,35.0,2.0089012850895407,100.89012850895406
90.0,29.0,36.0,2.250652236422313,125.06522364223129
90.0,29.0,37.0,2.5196485059317224,151.96485059317223
90.0,29.0,38.0,2.818748725554422,181.8748725554422
90.0,29.0,39.0,3.151088717899076,215.1088717899076
90.0,30.0,33.0,1.41894618714215,41.89461871421501
90.0,30.0,34.0,1.5920677757960757,59.206777579607575
90.0,30.0,35.0,1.7849772692459014,78.49772692459014
90.0,30.0,36.0,1.9997812300728453,99.97812300728452
90.0,30.0,37.0,2.238793584811241,123.8793584811241
90.0,30.0,38.0,2.504554325379028,150.4554325379028
90.0,30.0,39.0,2.7998497370548305,179.98497370548304
90.0,30.0,40.0,3.1277342638909476,212.77342638909477
90.0,31.0,34.0,1.4157062501154336,41.57062501154336
90.0,31.0,35.0,1.5872461680356755,58.72461680356756
90.0,31.0,36.0,1.7782551907138697,77.82551907138698
90.0,31.0,37.0,1.9907909191559328,99.07909191559328
90.0,31.0,38.0,2.227111977327588,122.7111977327588
90.0,31.0,39.0,2.4896959993745185,148.96959993745185
90.0,31.0,40.0,2.7812590728912383,178.12590728912383
90.0,32.0,35.0,1.4125052490460661,41.250524904606614
90.0,32.0,36.0,1.5824859694796243,58.248596947962426
90.0,32.0,37.0,1.771623507235202,77.1623507235202
90.0,32.0,38.0,1.98192783295973,98.192783295973
90.0,32.0,39.0,2.2156038165130134,121.56038165130134
90.0,32.0,40.0,2.4750685297150268,147.50685297150267
90.0,33.0,36.0,1.40934254462499,40.93425446249901
90.0,33.0,37.0,1.5777861099301567,57.77861099301567
90.0,33.0,38.0,1.765080556312966,76.50805563129659
90.0,33.0,39.0,1.9731895137573259,97.31895137573258
90.0,33.0,40.0,2.2042655967034297,120.42655967034297
90.0,34.0,37.0,1.4062175108668258,40.62175108668258
90.0,34.0,38.0,1.5731455428313565,57.31455428313566
90.0,34.0,39.0,1.7586247141110762,75.86247141110762
90.0,34.0,40.0,1.9645735636643975,96.45735636643975
90.0,35.0,38.0,1.4031295347739223,40.312953477392234
90.0,35.0,39.0,1.5685632446387856,56.85632446387856
90.0,35.0,40.0,1.7522543943723832,75.22543943723832
90.0,36.0,39.0,1.400078016010202,40.0078016010202
90.0,36.0,40.0,1.5640382142085687,56.40382142085687
90.0,37.0,40.0,1.3970623665846602,39.70623665846602
100.0,15.0,18.0,1.5374209613463818,53.74209613463818
100.0,15.0,19.0,1.7709429333310198,77.09429333310199
100.0,15.0,20.0,2.037967984017358,103.79679840173578
100.0,15.0,21.0,2.3430170125963583,134.30170125963582
100.0,15.0,22.0,2.691181798349476,169.11817983494763
100.0,15.0,23.0,3.0881920434639434,208.81920434639434
100.0,15.0,24.0,3.5404896814743942,254.04896814743944
100.0,15.0,25.0,4.055311170686224,305.5311170686224
100.0,16.0,19.0,1.532885195032409,53.28851950324089
100.0,16.0,20.0,1.7640155940961246,76.40155940961246
100.0,16.0,21.0,2.028058624996186,102.8058624996186
100.0,16.0,22.0,2.32942160822272,132.942160822272
100.0,16.0,23.0,2.6730640348408805,167.30640348408804
100.0,16.0,24.0,3.0645618860733093,206.45618860733092
100.0,16.0,25.0,3.510178864488865,251.01788644888651
100.0,16.0,26.0,4.016945215016302,301.6945215016302
100.0,17.0,20.0,1.5284091829238233,52.840918292382334
100.0,17.0,21.0,1.7571859547762734,75.71859547762733
100.0,17.0,22.0,2.018298131164241,101.82981311642409
100.0,17.0,23.0,2.3160428009071103,131.60428009071103
100.0,17.0,24.0,2.6552512029877,165.52512029877
100.0,17.0,25.0,3.041350443922182,204.13504439221822
100.0,17.0,26.0,3.480431791238617,248.0431791238617
100.0,17.0,27.0,3.9793261826370343,297.93261826370343
100.0,18.0,21.0,1.5239918483643435,52.39918483643435
100.0,18.0,22.0,1.7504521312059513,75.04521312059514
100.0,18.0,23.0,2.0086834517720433,100.86834517720433
100.0,18.0,24.0,2.302875900933368,130.2875900933368
100.0,18.0,25.0,2.637736360206006,163.77363602060063
100.0,18.0,26.0,3.018547732081715,201.8547732081715
100.0,18.0,27.0,3.451234428455112,245.12344284551122
100.0,18.0,28.0,3.9424347204061974,294.24347204061974
100.0,19.0,22.0,1.5196321392962964,51.96321392962964
100.0,19.0,23.0,1.7438122851622724,74.38122851622724
100.0,19.0,24.0,1.9992116148062324,99.92116148062324
100.0,19.0,25.0,2.2899163458974185,128.99163458974186
100.0,19.0,26.0,2.6205127611865113,162.05127611865115
100.0,19.0,27.0,2.9961440614277577,199.61440614277578
100.0,19.0,28.0,3.4225731748970536,242.25731748970537
100.0,19.0,29.0,3.9062520926319064,290.62520926319064
100.0,20.0,23.0,1.515329027581839,51.532902758183894
100.0,20.0,24.0,1.737264623016884,73.7264623016884
100.0,20.0,25.0,1.989879724553948,98.9879724553948
100.0,20.0,26.0,2.2771596965811236,127.71596965811236
100.0,20.0,27.0,2.6035738512278788,160.3573851227879
100.0,20.0,28.0,2.9741300282569236,197.41300282569236
100.0,20.0,29.0,3.394434845644299,239.4434845644299
100.0,20.0,30.0,3.870760157886259,287.0760157886259
100.0,21.0,24.0,1.5110815083459788,51.10815083459788
100.0,21.0,25.0,1.730807394433909,73.08073944339091
100.0,21.0,26.0,1.9806849592544966,98.06849592544967
100.0,21.0,27.0,2.2646016329806633,126.46016329806633
100.0,21.0,28.0,2.586913259829768,158.6913259829768
100.0,21.0,29.0,2.9524965043212577,195.24965043212578
100.0,21.0,30.0,3.3668066570463058,236.68066570463057
100.0,21.0,31.0,3.8359413468144052,283.59413468144055
100.0,22.0,25.0,1.5068885993407728,50.68885993407728
100.0,22.0,26.0,1.724438891112164,72.4438891112164
100.0,22.0,27.0,1.9716245688349268,97.16245688349268
100.0,22.0,28.0,2.252237950483175,125.22379504831748
100.0,22.0,29.0,2.57052479453402,157.05247945340201
100.0,22.0,30.0,2.931234627263101,193.1234627263101
100.0,22.0,31.0,3.339676212294597,233.9676212294597
100.0,22.0,32.0,3.8017786408911287,280.17786408911286
100.0,23.0,26.0,1.5027493403297458,50.274934032974585
100.0,23.0,27.0,1.7181574455698643,71.81574455698643
100.0,23.0,28.0,1.962695872726096,96.26958727260958
100.0,23.0,29.0,2.24006455618496,124.00645561849602
100.0,23.0,30.0,2.5544024350033174,155.44024350033175
100.0,23.0,31.0,2.910335791431773,191.0335791431773
100.0,23.0,32.0,3.3130314875896976,231.30314875896977
100.0,23.0,33.0,3.768255552079807,276.8255552079807
100.0,24.0,27.0,1.4986627924919045,49.86627924919045
100.0,24.0,28.0,1.7119614299703716,71.19614299703716
100.0,24.0,29.0,1.9538962577558396,95.38962577558397
100.0,24.0,30.0,2.2280774653457267,122.80774653457267
100.0,24.0,31.0,2.5385403273270186,153.85403273270185
100.0,24.0,32.0,2.8897916390648324,188.97916390648325
100.0,24.0,33.0,3.2868608188756427,228.68608188756428
100.0,24.0,34.0,3.7353561033507434,273.53561033507435
100.0,25.0,28.0,1.494628037844652,49.462803784465194
100.0,25.0,29.0,1.7058492549871056,70.58492549871056
100.0,25.0,30.0,1.9452231761163,94.52231761162999
100.0,25.0,31.0,2.2162727979730046,121.62727979730046
100.0,25.0,32.0,2.5229327785440243,152.29327785440242
100.0,25.0,33.0,2.8695940518178547,186.95940518178546
100.0,25.0,34.0,3.2611528891154915,226.11528891154916
100.0,25.0,35.0,3.7030648100178105,270.30648100178104
100.0,26.0,29.0,1.4906441786848008,49.06441786848008
100.0,26.0,30.0,1.6998193687064331,69.98193687064331
100.0,26.0,31.0,1.9366741434024937,93.66741434024937
100.0,26.0,32.0,2.204646775531257,120.46467755312568
100.0,26.0,33.0,2.507574251373782,150.75742513737822
100.0,26.0,34.0,2.8497351426271678,184.97351426271678
100.0,26.0,35.0,3.2358967160831047,223.58967160831048
100.0,26.0,36.0,3.671366661855576,267.1366661855576
100.0,27.0,30.0,1.4867103370471932,48.67103370471932
100.0,27.0,31.0,1.6938702555670018,69.38702555670018
100.0,27.0,32.0,1.9282467367190894,92.82467367190894
100.0,27.0,33.0,2.193195717770779,119.3195717770779
100.0,27.0,34.0,2.4924593591462783,149.24593591462784
100.0,27.0,35.0,2.8302072478906277,183.02072478906277
100.0,27.0,36.0,3.211081640648018,221.10816406480177
100.0,27.0,37.0,3.6402471059596215,264.0247105959622
100.0,28.0,31.0,1.4828256541801599,48.28256541801599
100.0,28.0,32.0,1.6880004353338995,68.80004353338995
100.0,28.0,33.0,1.919938592852835,91.99385928528349
100.0,28.0,34.0,2.1819160396711683,118.19160396711683
100.0,28.0,35.0,2.4775828609222823,147.75828609222822
100.0,28.0,36.0,2.8110029199526587,181.10029199526588
100.0,28.0,37.0,3.1866973155303127,218.66973155303126
100.0,28.0,38.0,3.609692030315695,260.9692030315695
100.0,29.0,32.0,1.4789892900372927,47.89892900372927
100.0,29.0,33.0,1.6822084621067794,68.22084621067795
100.0,29.0,34.0,1.9117474065081692,91.17474065081691
100.0,29.0,35.0,2.1708042484948655,117.08042484948655
100.0,29.0,36.0,2.4629396567964545,146.29396567964545
100.0,29.0,37.0,2.7921149198801234,179.21149198801234
100.0,29.0,38.0,3.1627336945051487,216.27336945051488
100.0,29.0,39.0,3.579687748045062,257.9687748045062
100.0,30.0,33.0,1.475200422784953,47.52004227849529
100.0,30.0,34.0,1.6764929233603352,67.64929233603351
100.0,30.0,35.0,1.9036709286032139,90.36709286032138
100.0,30.0,36.0,2.159856940946317,115.98569409463168
100.0,30.0,37.0,2.448524783374845,144.85247833748448
100.0,30.0,38.0,2.7735362105163723,177.35362105163722
100.0,30.0,39.0,3.139181022036133,213.9181022036133
100.0,30.0,40.0,3.550220982294292,255.02209822942922
100.0,31.0,34.0,1.4714582483249043,47.14582483249043
100.0,31.0,35.0,1.6708524390159099,67.08524390159099
100.0,31.0,36.0,1.895706964624129,89.5706964624129
100.0,31.0,37.0,2.1490708004321704,114.90708004321704
100.0,31.0,38.0,2.4343334094199087,143.43334094199088
100.0,31.0,39.0,2.7552599498013235,175.52599498013234
100.0,31.0,40.0,3.116029823318416,211.6029823318416
100.0,32.0,35.0,1.4677619798315973,46.776197983159726
100.0,32.0,36.0,1.665285660543459,66.5285660543459
100.0,32.0,37.0,1.8878533730353924,88.78533730353924
100.0,32.0,38.0,2.138442594418923,113.84425944189229
100.0,32.0,39.0,2.420360831656056,142.03608316560562
100.0,32.0,40.0,2.737279484346248,173.7279484346248
100.0,33.0,36.0,1.464110847303607,46.411084730360706
100.0,33.0,37.0,1.6597912700922388,65.97912700922389
100.0,33.0,38.0,1.880108063743881,88.0108063743881
100.0,33.0,39.0,2.127969171883668,112.79691718836679
100.0,33.0,40.0,2.4066024707287013,140.66024707287013
100.0,34.0,37.0,1.4605040971285828,46.050409712858276
100.0,34.0,38.0,1.6543679796495303,65.43679796495303
100.0,34.0,39.0,1.8724689966146766,87.24689966146767
100.0,34.0,40.0,2.117647460854345,111.76474608543452
100.0,35.0,38.0,1.4569409916615195,45.69409916615194
100.0,35.0,39.0,1.6490145302263208,64.90145302263208
100.0,35.0,40.0,1.8649341800366759,86.49341800366759
100.0,36.0,39.0,1.4534208088155767,45.34208088155766
100.0,36.0,40.0,1.6437296910687071,64.37296910687071
100.0,37.0,40.0,1.4499428416652413,44.99428416652413
110.0,15.0,18.0,1.604989064775894,60.4989064775894
110.0,15.0,19.0,1.875102545712743,87.5102545712743
110.0,15.0,20.0,2.188351559154616,118.83515591546158
110.0,15.0,21.0,2.551249814885772,155.12498148857722
110.0,15.0,22.0,2.9712373140477246,197.12373140477246
110.0,15.0,23.0,3.456803791700652,245.6803791700652
110.0,15.0,24.0,4.01762748379693,301.762748379693
110.0,15.0,25.0,4.6647309775328445,366.47309775328443
110.0,16.0,19.0,1.5997812142469754,59.97812142469754
110.0,16.0,20.0,1.867035870922417,86.7035870922417
110.0,16.0,21.0,2.176649770988359,117.66497709883592
110.0,16.0,22.0,2.5349705001207856,153.49705001207857
110.0,16.0,23.0,2.9492412454692536,194.92412454692536
110.0,16.0,24.0,3.4277191874738717,242.77191874738716
110.0,16.0,25.0,3.979808466707827,297.9808466707827
110.0,16.0,26.0,4.616209384178662,361.62093841786617
110.0,17.0,20.0,1.5946434823960534,59.464348239605336
110.0,17.0,21.0,1.859086065149137,85.9086065149137
110.0,17.0,22.0,2.165129363093984,116.51293630939841
110.0,17.0,23.0,2.5189598139738107,151.89598139738106
110.0,17.0,24.0,2.9276299116248947,192.76299116248947
110.0,17.0,25.0,3.3991717735368474,239.91717735368474
110.0,17.0,26.0,3.942724573480832,294.2724573480832
110.0,17.0,27.0,4.568677403204434,356.86774032044343
110.0,18.0,21.0,1.589574577719634,58.9574577719634
110.0,18.0,22.0,1.8512508148848983,85.12508148848983
110.0,18.0,23.0,2.1537865070646625,115.37865070646625
110.0,18.0,24.0,2.503211748896192,150.32117488961921
110.0,18.0,25.0,2.906394242744691,190.63942427446912
110.0,18.0,26.0,3.3711482574384495,237.11482574384496
110.0,18.0,27.0,3.9063567793206713,290.63567793206715
110.0,18.0,28.0,4.522108330888551,352.21083308885505
110.0,19.0,22.0,1.5845732388562948,58.45732388562948
110.0,19.0,23.0,1.8435278644383102,84.35278644383102
110.0,19.0,24.0,2.1426174760323806,114.26174760323806
110.0,19.0,25.0,2.487720465314466,148.7720465314466
110.0,19.0,26.0,2.8855254350211466,188.55254350211464
110.0,19.0,27.0,3.3436357538193753,234.36357538193752
110.0,19.0,28.0,3.8706866658587407,287.06866658587404
110.0,19.0,29.0,4.47647634688892,347.647634688892
110.0,20.0,23.0,1.5796382337379344,57.963823373793446
110.0,20.0,24.0,1.835915014198625,83.5915014198625
110.0,20.0,25.0,2.131618641446661,113.16186414466611
110.0,20.0,26.0,2.4724802860364985,147.24802860364986
110.0,20.0,27.0,2.8650149413583694,186.50149413583694
110.0,20.0,28.0,3.3166217696812454,231.66217696812456
110.0,20.0,29.0,3.835696398396303,283.5696398396303
110.0,20.0,30.0,4.431756479958025,343.17564799580254
